local_bill_id,local_bill_reference,title_canonical,official_long_title,third_party_organisation,initiator_type,initiator_member_id,initiator_party_governance_role,ministerial_portfolio_title,government_type,governing_parties_list,date_introduced,date_final_outcome,royal_assent_date,duration_calendar_days,duration_sitting_days,stage_1_debate_days_count,stage_3_debate_days_count,financial_resolution_required_flag,financial_resolution_approved_flag,financial_resolution_aye_count,financial_resolution_no_count,financial_resolution_abstain_count,effective_majority_margin_at_event_date,party_dissent_rate_at_event_date,voting_coalition_type,committee_id,committee_name,committee_type,committee_convener_member_id,committee_deputy_convener_member_id,final_status,termination_mechanism,raw_payload_json,computed_at
156,SP Bill 80,Custodial Sentences and Weapons (Scotland) Bill,Custodial Sentences and Weapons (Scotland) Bill,,EXECUTIVE,1752,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 156, ""Reference"": ""SP Bill 80"", ""ShortName"": ""Custodial Sentences and Weapons (Scotland) Bill"", ""FullName"": ""Custodial Sentences and Weapons (Scotland) Bill"", ""BillTypeID"": 1, ""PersonID"": 1752, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
157,SP Bill 81,Budget (Scotland) (No. 4) Bill,Budget (Scotland) (No. 4) Bill,,COMMITTEE,2228,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 157, ""Reference"": ""SP Bill 81"", ""ShortName"": ""Budget (Scotland) (No. 4) Bill"", ""FullName"": ""Budget (Scotland) (No. 4) Bill"", ""BillTypeID"": 3, ""PersonID"": 2228, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
158,SP Bill 1,Abolition of Bridge Tolls (Scotland) Bill,Abolition of Bridge Tolls (Scotland) Bill,,EXECUTIVE,2098,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 158, ""Reference"": ""SP Bill 1"", ""ShortName"": ""Abolition of Bridge Tolls (Scotland) Bill"", ""FullName"": ""Abolition of Bridge Tolls (Scotland) Bill"", ""BillTypeID"": 1, ""PersonID"": 2098, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
159,SP Bill 2,Graduate Endowment Abolition (Scotland) Bill,Graduate Endowment Abolition (Scotland) Bill,,EXECUTIVE,1773,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 159, ""Reference"": ""SP Bill 2"", ""ShortName"": ""Graduate Endowment Abolition (Scotland) Bill"", ""FullName"": ""Graduate Endowment Abolition (Scotland) Bill"", ""BillTypeID"": 1, ""PersonID"": 1773, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
160,SP Bill 3,Public Health etc. (Scotland) Bill 2008,Public Health etc. (Scotland) Bill 2008,,EXECUTIVE,1848,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 160, ""Reference"": ""SP Bill 3"", ""ShortName"": ""Public Health etc. (Scotland) Bill 2008"", ""FullName"": ""Public Health etc. (Scotland) Bill 2008"", ""BillTypeID"": 1, ""PersonID"": 1848, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
161,SP Bill 4,Glasgow Commonwealth Games Bill,Glasgow Commonwealth Games Bill,,EXECUTIVE,1848,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 161, ""Reference"": ""SP Bill 4"", ""ShortName"": ""Glasgow Commonwealth Games Bill"", ""FullName"": ""Glasgow Commonwealth Games Bill"", ""BillTypeID"": 1, ""PersonID"": 1848, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
162,SP Bill 5,Budget (Scotland) Bill,Budget (Scotland) Bill,,COMMITTEE,2098,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 162, ""Reference"": ""SP Bill 5"", ""ShortName"": ""Budget (Scotland) Bill"", ""FullName"": ""Budget (Scotland) Bill"", ""BillTypeID"": 3, ""PersonID"": 2098, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
163,SP Bill 6,Judiciary and Courts (Scotland) Bill,Judiciary and Courts (Scotland) Bill,,EXECUTIVE,2112,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 163, ""Reference"": ""SP Bill 6"", ""ShortName"": ""Judiciary and Courts (Scotland) Bill"", ""FullName"": ""Judiciary and Courts (Scotland) Bill"", ""BillTypeID"": 1, ""PersonID"": 2112, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
164,SP Bill 7,Creative Scotland Bill,Creative Scotland Bill,,EXECUTIVE,1895,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 164, ""Reference"": ""SP Bill 7"", ""ShortName"": ""Creative Scotland Bill"", ""FullName"": ""Creative Scotland Bill"", ""BillTypeID"": 1, ""PersonID"": 1895, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
165,SP Bill 8,Scottish Register of Tartans Bill,Scottish Register of Tartans Bill,,INDIVIDUAL_MEMBER,2066,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 165, ""Reference"": ""SP Bill 8"", ""ShortName"": ""Scottish Register of Tartans Bill"", ""FullName"": ""Scottish Register of Tartans Bill"", ""BillTypeID"": 2, ""PersonID"": 2066, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
166,SP Bill 9,Offences (Aggravation by Prejudice) (Scotland) Bil,Offences (Aggravation by Prejudice) (Scotland) Bill,,INDIVIDUAL_MEMBER,2892,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 166, ""Reference"": ""SP Bill 9"", ""ShortName"": ""Offences (Aggravation by Prejudice) (Scotland) Bil"", ""FullName"": ""Offences (Aggravation by Prejudice) (Scotland) Bill"", ""BillTypeID"": 2, ""PersonID"": 2892, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
167,SP Bill 10,Disabled Persons’ Parking Places (Scotland) Bill,Disabled Persons’ Parking Places (Scotland) Bill,,INDIVIDUAL_MEMBER,1783,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 167, ""Reference"": ""SP Bill 10"", ""ShortName"": ""Disabled Persons\u2019 Parking Places (Scotland) Bill"", ""FullName"": ""Disabled Persons\u2019 Parking Places (Scotland) Bill"", ""BillTypeID"": 2, ""PersonID"": 1783, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
168,SP Bill 11,Sexual Offences (Scotland) Bill,Sexual Offences (Scotland) Bill,,EXECUTIVE,2112,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 168, ""Reference"": ""SP Bill 11"", ""ShortName"": ""Sexual Offences (Scotland) Bill"", ""FullName"": ""Sexual Offences (Scotland) Bill"", ""BillTypeID"": 1, ""PersonID"": 2112, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
169,SP Bill 12,Damages (Asbestos-related Conditions) (Scotland) B,Damages (Asbestos-related Conditions) (Scotland) Bill,,EXECUTIVE,2112,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 169, ""Reference"": ""SP Bill 12"", ""ShortName"": ""Damages (Asbestos-related Conditions) (Scotland) B"", ""FullName"": ""Damages (Asbestos-related Conditions) (Scotland) Bill"", ""BillTypeID"": 1, ""PersonID"": 2112, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
170,SP Bill 13,Health Boards (Membership and Elections) (Scotland,Health Boards (Membership and Elections) (Scotland) Bill,,EXECUTIVE,1848,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 170, ""Reference"": ""SP Bill 13"", ""ShortName"": ""Health Boards (Membership and Elections) (Scotland"", ""FullName"": ""Health Boards (Membership and Elections) (Scotland) Bill"", ""BillTypeID"": 1, ""PersonID"": 1848, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
171,SP Bill 14,Scottish Parliamentary Pensions Bill,Scottish Parliamentary Pensions Bill,,PRIVATE_ORGANISATION,1888,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 171, ""Reference"": ""SP Bill 14"", ""ShortName"": ""Scottish Parliamentary Pensions Bill"", ""FullName"": ""Scottish Parliamentary Pensions Bill"", ""BillTypeID"": 4, ""PersonID"": 1888, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
172,SP Bill 15,Flood Risk Management (Scotland) Bill,Flood Risk Management (Scotland) Bill,,EXECUTIVE,2180,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 172, ""Reference"": ""SP Bill 15"", ""ShortName"": ""Flood Risk Management (Scotland) Bill"", ""FullName"": ""Flood Risk Management (Scotland) Bill"", ""BillTypeID"": 1, ""PersonID"": 2180, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
173,SP Bill 16,Education (Additional Support for Learning) (Scotl,Education (Additional Support for Learning) (Scotland) Bill,,EXECUTIVE,1773,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 173, ""Reference"": ""SP Bill 16"", ""ShortName"": ""Education (Additional Support for Learning) (Scotl"", ""FullName"": ""Education (Additional Support for Learning) (Scotland) Bill"", ""BillTypeID"": 1, ""PersonID"": 1773, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
174,SP Bill 17,Climate Change (Scotland) Bill,Climate Change (Scotland) Bill,,EXECUTIVE,2098,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 174, ""Reference"": ""SP Bill 17"", ""ShortName"": ""Climate Change (Scotland) Bill"", ""FullName"": ""Climate Change (Scotland) Bill"", ""BillTypeID"": 1, ""PersonID"": 2098, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
175,SP Bill 18,Budget (Scotland) (No. 2) Bill,Budget (Scotland) (No. 2) Bill,,COMMITTEE,2098,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 175, ""Reference"": ""SP Bill 18"", ""ShortName"": ""Budget (Scotland) (No. 2) Bill"", ""FullName"": ""Budget (Scotland) (No. 2) Bill"", ""BillTypeID"": 3, ""PersonID"": 2098, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
176,SP Bill 19,Arbitration (Scotland) Bill,Arbitration (Scotland) Bill,,EXECUTIVE,2112,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 176, ""Reference"": ""SP Bill 19"", ""ShortName"": ""Arbitration (Scotland) Bill"", ""FullName"": ""Arbitration (Scotland) Bill"", ""BillTypeID"": 1, ""PersonID"": 2112, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
177,SP Bill 20,Budget (Scotland) (No. 3) Bill,Budget (Scotland) (No. 3) Bill,,COMMITTEE,2098,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 177, ""Reference"": ""SP Bill 20"", ""ShortName"": ""Budget (Scotland) (No. 3) Bill"", ""FullName"": ""Budget (Scotland) (No. 3) Bill"", ""BillTypeID"": 3, ""PersonID"": 2098, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
178,SP Bill 21,Scottish Local Government (Elections) Bill,Scottish Local Government (Elections) Bill,,EXECUTIVE,1895,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 178, ""Reference"": ""SP Bill 21"", ""ShortName"": ""Scottish Local Government (Elections) Bill"", ""FullName"": ""Scottish Local Government (Elections) Bill"", ""BillTypeID"": 1, ""PersonID"": 1895, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
179,SP Bill 22,Tobacco and Primary Medical Services (Scotland) Bi,Tobacco and Primary Medical Services (Scotland) Bill,,EXECUTIVE,1848,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 179, ""Reference"": ""SP Bill 22"", ""ShortName"": ""Tobacco and Primary Medical Services (Scotland) Bi"", ""FullName"": ""Tobacco and Primary Medical Services (Scotland) Bill"", ""BillTypeID"": 1, ""PersonID"": 1848, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
180,SP Bill 23,Schools (Consultation) (Scotland) Bill,Schools (Consultation) (Scotland) Bill,,EXECUTIVE,1773,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 180, ""Reference"": ""SP Bill 23"", ""ShortName"": ""Schools (Consultation) (Scotland) Bill"", ""FullName"": ""Schools (Consultation) (Scotland) Bill"", ""BillTypeID"": 1, ""PersonID"": 1773, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
181,SP Bill 24,Criminal Justice and Licensing (Scotland) Bill,Criminal Justice and Licensing (Scotland) Bill,,EXECUTIVE,2112,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 181, ""Reference"": ""SP Bill 24"", ""ShortName"": ""Criminal Justice and Licensing (Scotland) Bill"", ""FullName"": ""Criminal Justice and Licensing (Scotland) Bill"", ""BillTypeID"": 1, ""PersonID"": 2112, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
182,SP Bill 25,Marine (Scotland) Bill,Marine (Scotland) Bill,,EXECUTIVE,2180,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 182, ""Reference"": ""SP Bill 25"", ""ShortName"": ""Marine (Scotland) Bill"", ""FullName"": ""Marine (Scotland) Bill"", ""BillTypeID"": 1, ""PersonID"": 2180, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
183,SP Bill 26,Public Services Reform (Scotland) Bill,Public Services Reform (Scotland) Bill,,EXECUTIVE,2098,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 183, ""Reference"": ""SP Bill 26"", ""ShortName"": ""Public Services Reform (Scotland) Bill"", ""FullName"": ""Public Services Reform (Scotland) Bill"", ""BillTypeID"": 1, ""PersonID"": 2098, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
184,SP Bill 27,Interpretation and Legislative Reform (Scotland) B,Interpretation and Legislative Reform (Scotland) Bill,,EXECUTIVE,1895,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 184, ""Reference"": ""SP Bill 27"", ""ShortName"": ""Interpretation and Legislative Reform (Scotland) B"", ""FullName"": ""Interpretation and Legislative Reform (Scotland) Bill"", ""BillTypeID"": 1, ""PersonID"": 1895, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
185,SP Bill 28,Convention Rights Proceedings (Amendment) (Scotlan,Convention Rights Proceedings (Amendment) (Scotland) Bill,,EXECUTIVE,2112,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 185, ""Reference"": ""SP Bill 28"", ""ShortName"": ""Convention Rights Proceedings (Amendment) (Scotlan"", ""FullName"": ""Convention Rights Proceedings (Amendment) (Scotland) Bill"", ""BillTypeID"": 1, ""PersonID"": 2112, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
186,SP Bill 29,Control of Dogs (Scotland) Bill,Control of Dogs (Scotland) Bill,,INDIVIDUAL_MEMBER,1756,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 186, ""Reference"": ""SP Bill 29"", ""ShortName"": ""Control of Dogs (Scotland) Bill"", ""FullName"": ""Control of Dogs (Scotland) Bill"", ""BillTypeID"": 2, ""PersonID"": 1756, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
187,SP Bill 30,Legal Services (Scotland) Bill,Legal Services (Scotland) Bill,,EXECUTIVE,2112,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 187, ""Reference"": ""SP Bill 30"", ""ShortName"": ""Legal Services (Scotland) Bill"", ""FullName"": ""Legal Services (Scotland) Bill"", ""BillTypeID"": 1, ""PersonID"": 2112, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
188,SP Bill 31,Ure Elder Fund Transfer and Dissolution Bill,Ure Elder Fund Transfer and Dissolution Bill,Trustees of the Ure Elder Fund for Indigent Widow Ladies,INDIVIDUAL_MEMBER,,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 188, ""Reference"": ""SP Bill 31"", ""ShortName"": ""Ure Elder Fund Transfer and Dissolution Bill"", ""FullName"": ""Ure Elder Fund Transfer and Dissolution Bill"", ""BillTypeID"": 5, ""PersonID"": null, ""ThirdPartyOrganisation"": ""Trustees of the Ure Elder Fund for Indigent Widow Ladies""}",2026-07-24T16:29:09.299159Z
189,SP Bill 32,Home Owner and Debtor Protection (Scotland) Bill,Home Owner and Debtor Protection (Scotland) Bill,,EXECUTIVE,1848,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 189, ""Reference"": ""SP Bill 32"", ""ShortName"": ""Home Owner and Debtor Protection (Scotland) Bill"", ""FullName"": ""Home Owner and Debtor Protection (Scotland) Bill"", ""BillTypeID"": 1, ""PersonID"": 1848, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
190,SP Bill 33,Forth Crossing Bill,Forth Crossing Bill,,INDIVIDUAL_MEMBER,2098,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 190, ""Reference"": ""SP Bill 33"", ""ShortName"": ""Forth Crossing Bill"", ""FullName"": ""Forth Crossing Bill"", ""BillTypeID"": 6, ""PersonID"": 2098, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
